chr20	1	2460199	20
chr20	1660228	4460456	20
chr20	3647839	6689021	20
chr20	5660324	8638988	20
chr20	7385980	10517554	20
chr20	9717596	12709769	20
chr20	11273812	15257914	20
chr20	13231554	16757691	20
chr20	15758480	18990898	20
chr20	17807668	21026313	20
chr20	19807854	23986180	20
chr20	22344417	33110570	20
chr20	24451111	37925334	20
chr20	33776036	40241208	20
chr20	38282906	42362470	20
chr20	40645158	44408542	20
chr20	43229681	46544545	20
chr20	44821107	48345644	20
chr20	47406794	50664227	20
chr20	49070901	52721844	20
chr20	51479292	54429924	20
chr20	53546065	56526474	20
chr20	55472073	58346332	20
chr20	57546293	60392313	20
chr20	59546334	62541900	20
chr20	61547337	1248956422	20
