chr18	1	2410222	18
chr18	1471003	4410466	18
chr18	3610314	6419522	18
chr18	5610476	8416122	18
chr18	7385186	10410768	18
chr18	9610688	13181295	18
chr18	11610748	15002664	18
chr18	13451489	24219452	18
chr18	22099615	25825818	18
chr18	24392758	28348524	18
chr18	26761029	31421380	18
chr18	29436927	34762102	18
chr18	31825014	37627342	18
chr18	35432476	41669231	18
chr18	38425375	45146106	18
chr18	41887336	47413005	18
chr18	45469210	49054890	18
chr18	48191032	51542628	18
chr18	50008038	55144947	18
chr18	52148141	57769553	18
chr18	56097159	59463558	18
chr18	58324870	61541948	18
chr18	59962704	63999666	18
chr18	62988604	67040814	18
chr18	64683830	68458065	18
chr18	67221325	70379853	18
chr18	69409930	72524204	18
chr18	71385109	74286346	18
chr18	73486245	76360495	18
chr18	75365958	78298616	18
chr18	77498569	1248956422	18
