chr13	1	21116917	13
chr13	19998492	22882479	13
chr13	21998511	25072080	13
chr13	23998679	26860019	13
chr13	25912503	28950262	13
chr13	27994650	30799050	13
chr13	29894805	33203441	13
chr13	31744038	35078242	13
chr13	33651926	36925214	13
chr13	35833423	39375401	13
chr13	37497779	41871141	13
chr13	40125385	43988893	13
chr13	42527927	45938080	13
chr13	44707085	48810102	13
chr13	46751612	51513305	13
chr13	49426155	56977055	13
chr13	52768623	60389395	13
chr13	58247463	64384732	13
chr13	61015837	68379048	13
chr13	65547800	71025486	13
chr13	69418859	73378192	13
chr13	72107022	75236625	13
chr13	73984862	77783825	13
chr13	75543199	80207143	13
chr13	78492022	84633001	13
chr13	81150610	89854782	13
chr13	85378273	92206189	13
chr13	90248700	94333742	13
chr13	92586811	97661783	13
chr13	95131724	98685571	13
chr13	97885552	101017731	13
chr13	99701835	103033302	13
chr13	101493548	104741290	13
chr13	103728048	106686128	13
chr13	105886004	108777244	13
chr13	107867833	110686183	13
chr13	109886213	112858153	13
chr13	111886141	1248956422	13
