chr16	1	2410138	16
chr16	1252845	4639470	16
chr16	3331530	6410274	16
chr16	5610232	8410260	16
chr16	7610265	10410341	16
chr16	9324353	12655480	16
chr16	11518100	15398977	16
chr16	13550680	16779951	16
chr16	15842352	19146111	16
chr16	17552185	21869053	16
chr16	20053640	23717605	16
chr16	22544316	25713107	16
chr16	24443714	27435983	16
chr16	26636115	31372601	16
chr16	28208510	49845454	16
chr16	46945154	51831685	16
chr16	50812996	53891197	16
chr16	52618003	55761302	16
chr16	54745772	57671057	16
chr16	56841516	60325449	16
chr16	58490106	62668237	16
chr16	60765238	65625051	16
chr16	63412972	69499158	16
chr16	65871363	73120901	16
chr16	70856210	74820509	16
chr16	73474543	76909819	16
chr16	74947441	78590019	16
chr16	77737109	80600696	16
chr16	79579474	82602870	16
chr16	81737230	84537285	16
chr16	83737260	86537301	16
chr16	85737281	88537346	16
chr16	87721650	1248956422	16
