chr17	1	2846402	17
chr17	1713475	4555220	17
chr17	3713542	6513673	17
chr17	5713681	8910485	17
chr17	7736350	10671767	17
chr17	9816317	12749412	17
chr17	11787132	14749503	17
chr17	13927271	16987857	17
chr17	15378077	20427006	17
chr17	17402087	28885095	17
chr17	21088210	32554656	17
chr17	29564486	34243833	17
chr17	33444135	36632903	17
chr17	35367004	40189407	17
chr17	38128097	43595591	17
chr17	40722821	47230098	17
chr17	44208421	49962918	17
chr17	47804098	53372979	17
chr17	50911908	55733046	17
chr17	54305098	58007757	17
chr17	57207618	61636235	17
chr17	58372802	64839253	17
chr17	62217615	66841679	17
chr17	65461640	68714679	17
chr17	67486793	71331423	17
chr17	69968287	73207851	17
chr17	72407793	75747932	17
chr17	74384139	77299191	17
chr17	76321413	79299249	17
chr17	78499232	81424784	17
chr17	80286544	1248956422	17
