chr9	1	2410695	9
chr9	1610702	4410810	9
chr9	3610811	6859174	9
chr9	5086637	8435986	9
chr9	7611055	10517552	9
chr9	9483739	12832627	9
chr9	10764417	14674514	9
chr9	13870955	16851034	9
chr9	15874595	18807544	9
chr9	17599675	21143416	9
chr9	19667001	23089277	9
chr9	21874649	25004903	9
chr9	23558681	27217546	9
chr9	25734079	29062300	9
chr9	27723559	32579920	9
chr9	29736185	35911147	9
chr9	32813724	37887912	9
chr9	36511343	65375287	9
chr9	38558677	69728511	9
chr9	66212458	72329352	9
chr9	70569702	75255902	9
chr9	73571601	77172311	9
chr9	76284283	79254563	9
chr9	78164707	81624769	9
chr9	79817308	83454979	9
chr9	81817243	85517319	9
chr9	84324447	87605199	9
chr9	86560449	89828773	9
chr9	88574283	92817534	9
chr9	90638154	96072371	9
chr9	93326675	98825199	9
chr9	96321573	101862541	9
chr9	99003754	104817092	9
chr9	102273183	106619989	9
chr9	104913689	107984935	9
chr9	107184894	110043414	9
chr9	108738798	112631653	9
chr9	110570903	114205788	9
chr9	113372174	116345530	9
chr9	114937084	118784149	9
chr9	117110730	122107792	9
chr9	119862540	124088862	9
chr9	122220679	126546438	9
chr9	124208789	129323014	9
chr9	127550437	130708249	9
chr9	129761371	132969356	9
chr9	131808646	134708307	9
chr9	133908259	136708300	9
chr9	135908439	1248956422	9
