chr10	1	2594867	10
chr10	1579772	4481477	10
chr10	3610499	6410667	10
chr10	5566323	8410803	10
chr10	7540995	10410834	10
chr10	8883455	12450895	10
chr10	11380725	14453144	10
chr10	13611186	16637329	10
chr10	15435203	18795449	10
chr10	17425017	20970570	10
chr10	19206092	23917738	10
chr10	21188120	25445648	10
chr10	24131684	27575521	10
chr10	25868380	29288760	10
chr10	28363068	32558292	10
chr10	30398546	34817611	10
chr10	33367842	43299902	10
chr10	35729950	46124536	10
chr10	43979802	48661665	10
chr10	46917438	50323636	10
chr10	48932362	52574734	10
chr10	51385945	54682739	10
chr10	53078273	58330251	10
chr10	55170262	60519054	10
chr10	58797236	63888020	10
chr10	60900594	66669281	10
chr10	64532930	69545248	10
chr10	66999720	71474915	10
chr10	70495535	75645505	10
chr10	71584500	77637228	10
chr10	75997455	79348206	10
chr10	78334425	81936660	10
chr10	80548196	84178145	10
chr10	82173115	86967950	10
chr10	84910041	89145619	10
chr10	87388210	91215492	10
chr10	89627514	93766483	10
chr10	91577181	96793140	10
chr10	94211401	99568480	10
chr10	97794885	103459086	10
chr10	100333451	106671218	10
chr10	104044050	110169348	10
chr10	107037661	112247647	10
chr10	110619502	113941589	10
chr10	112899810	116201054	10
chr10	114346968	117823565	10
chr10	116847445	120207595	10
chr10	118831982	122096494	10
chr10	121047687	123852464	10
chr10	122745362	126139115	10
chr10	125039328	127883985	10
chr10	126995651	129868419	10
chr10	129052786	131907198	10
chr10	131052816	1248956422	10
