chr1	1	2917543	1
chr1	1690735	4508013	1
chr1	3708023	7110659	1
chr1	5708061	9008798	1
chr1	7544064	10832789	1
chr1	9413711	12935999	1
chr1	12048994	14935993	1
chr1	14067895	17212835	1
chr1	15465020	18936162	1
chr1	18136033	21664179	1
chr1	20143076	23707048	1
chr1	22305412	26177027	1
chr1	24552396	29555319	1
chr1	26858105	32295420	1
chr1	30449499	34194697	1
chr1	33394540	36852065	1
chr1	34761770	39694606	1
chr1	38220097	42619638	1
chr1	40305302	46538404	1
chr1	43046751	48718368	1
chr1	47180174	53905426	1
chr1	51037874	56437362	1
chr1	54870967	58345208	1
chr1	56845618	60997469	1
chr1	59111672	62989300	1
chr1	61660852	65379619	1
chr1	64027415	67989262	1
chr1	66308138	70654558	1
chr1	68315427	75399497	1
chr1	71818235	78361894	1
chr1	76143264	81038460	1
chr1	78856620	83419404	1
chr1	81524283	85550014	1
chr1	84264758	87771952	1
chr1	86295254	90639324	1
chr1	88718528	94039319	1
chr1	91192098	96995500	1
chr1	94557155	99491693	1
chr1	97419644	101842202	1
chr1	100152673	105544057	1
chr1	102279598	107585270	1
chr1	106142261	110191707	1
chr1	109156990	112882537	1
chr1	111561127	115661764	1
chr1	114108617	117983694	1
chr1	116464971	124113149	1
chr1	118944269	146463247	1
chr1	125160365	148352939	1
chr1	147169369	152783776	1
chr1	149616744	155069689	1
chr1	153297916	158057877	1
chr1	156816571	159925114	1
chr1	158756123	162377499	1
chr1	160709323	164565844	1
chr1	163321776	167165138	1
chr1	165401831	168729943	1
chr1	167673200	171330262	1
chr1	169115634	175420330	1
chr1	171983931	177780425	1
chr1	175625638	180935202	1
chr1	178056497	183208108	1
chr1	181345911	186207030	1
chr1	183866487	189773462	1
chr1	186891220	193537932	1
chr1	190047061	197920937	1
chr1	194031167	200683101	1
chr1	198417354	203229288	1
chr1	201713729	205229345	1
chr1	204037214	208008694	1
chr1	206284005	209758454	1
chr1	208634222	212925092	1
chr1	210596834	214498920	1
chr1	213489801	216890785	1
chr1	215674568	218921862	1
chr1	217434105	222145737	1
chr1	219758407	224691804	1
chr1	222578449	228968094	1
chr1	225777722	230484505	1
chr1	229122950	232574426	1
chr1	231432094	234667815	1
chr1	233637195	236838698	1
chr1	235923559	239061234	1
chr1	237749118	240876918	1
chr1	239948478	242889066	1
chr1	242003538	245140901	1
chr1	244271609	247454611	1
chr1	245804276	1248956422	1
chr2	1	2530263	2
chr2	1425830	4439076	2
chr2	3610635	6567249	2
chr2	5569071	8423072	2
chr2	7610915	10410940	2
chr2	9610890	12585249	2
chr2	11611194	14966397	2
chr2	12992755	16411309	2
chr2	15611361	18558747	2
chr2	16799782	20554191	2
chr2	19426325	22996263	2
chr2	20910773	25986372	2
chr2	23276947	29094187	2
chr2	26586507	31019054	2
chr2	30014817	33490835	2
chr2	31231091	36075695	2
chr2	34057237	37717256	2
chr2	36416610	40279845	2
chr2	38026820	42892301	2
chr2	40620466	44970490	2
chr2	43112095	46442464	2
chr2	45642456	49330840	2
chr2	47320898	52265905	2
chr2	49847974	54871381	2
chr2	53093226	58974152	2
chr2	55888968	62318682	2
chr2	59273946	65489577	2
chr2	63887218	67755956	2
chr2	66148671	69280454	2
chr2	67968762	71600291	2
chr2	70411891	74135504	2
chr2	71930735	76387752	2
chr2	74845915	77918994	2
chr2	76685533	79958911	2
chr2	78952539	84200867	2
chr2	80369273	87524152	2
chr2	85062433	88920561	2
chr2	87543289	100113191	2
chr2	89007501	103149893	2
chr2	100724385	105536638	2
